Date,Confirmed,Deaths,Recovered
1/22/20,0,0,0
1/23/20,0,0,0
1/24/20,0,0,0
1/25/20,0,0,0
1/26/20,1,0,0
1/27/20,1,0,0
1/28/20,2,0,0
1/29/20,2,0,0
1/30/20,2,0,0
1/31/20,4,0,0
2/1/20,4,0,0
2/2/20,4,0,0
2/3/20,4,0,0
2/4/20,4,0,0
2/5/20,5,0,0
2/6/20,5,0,0
2/7/20,7,0,0
2/8/20,7,0,0
2/9/20,7,0,0
2/10/20,7,0,0
2/11/20,7,0,0
2/12/20,7,0,1
2/13/20,7,0,1
2/14/20,7,0,1
2/15/20,7,0,1
2/16/20,7,0,1
2/17/20,8,0,1
2/18/20,8,0,1
2/19/20,8,0,1
2/20/20,8,0,1
2/21/20,9,0,3
2/22/20,9,0,3
2/23/20,9,0,3
2/24/20,10,0,3
2/25/20,11,0,3
2/26/20,11,0,3
2/27/20,13,0,6
2/28/20,14,0,6
2/29/20,20,0,6
3/1/20,24,0,6
3/2/20,27,0,6
3/3/20,30,0,6
3/4/20,33,0,6
3/5/20,37,0,6
3/6/20,49,0,6
3/7/20,54,0,8
3/8/20,64,0,8
3/9/20,77,1,8
3/10/20,79,1,8
3/11/20,108,1,8
3/12/20,117,1,8
3/13/20,193,1,8
3/14/20,198,1,8
3/15/20,252,1,8
3/16/20,415,4,9
3/17/20,478,5,9
3/18/20,657,8,9
3/19/20,800,9,9
3/20/20,943,12,9
3/21/20,1278,19,10
3/22/20,1465,21,10
3/23/20,1470.0,21.0,10.0
